operation,from_user,to_users_count,resource,latency,num_contexts
unshare,user_99,3,/scratch/user_99,0.3376626560020668,31
unshare,user_92,12,/scratch/user_92,0.2575306079997972,31
unshare,user_72,5,/scratch/user_72,0.20742976500332588,31
unshare,user_60,7,/scratch/user_60,0.1983068240006105,31
unshare,user_23,1,/scratch/user_23,0.1671302389986522,31
unshare,user_29,5,/scratch/user_29,0.1300450569979148,30
unshare,user_62,1,/scratch/user_62,0.17013574699740275,30
unshare,user_58,1,/scratch/user_58,0.1569357949992991,30
unshare,user_100,21,/scratch/user_100,0.2368679270002758,30
unshare,user_73,5,/scratch/user_73,0.20702455400169129,30
unshare,user_44,7,/scratch/user_44,0.18493974499870092,30
unshare,user_51,1,/scratch/user_51,0.17802797699914663,30
unshare,user_9,3,/scratch/user_9,0.17741101700084982,30
